0,Fecha,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Sector,Sector,Cano,Cano,Cano,Cano,Cano,Cano,Cano,Planicie,Planicie,Planicie,Planicie,Planicie,Planicie,Planicie,Transicion,Transicion,Transicion,Transicion,Transicion,Transicion,Transicion
Especie,Especie,Bagre Rayado,Bagre Rayado,Blanquillo,Blanquillo,Bocachico,Bocachico,Nivel,Bagre Rayado,Bagre Rayado,Blanquillo,Blanquillo,Bocachico,Bocachico,Nivel,Bagre Rayado,Bagre Rayado,Blanquillo,Blanquillo,Bocachico,Bocachico,Nivel
Variable,Variable,Area ha,WUA ha,Area ha,WUA ha,Area ha,WUA ha,Promedio_Nivel_(m),Area ha,WUA ha,Area ha,WUA ha,Area ha,WUA ha,Promedio_Nivel_(m),Area ha,WUA ha,Area ha,WUA ha,Area ha,WUA ha,Promedio_Nivel_(m)
18,2022-01-01,500.995480244,464.1713083369012,500.995480244,387.2244596021745,500.995480244,446.2781252773299,5.463313386128523,25384.898371485004,16092.493548347811,25384.898371485004,14907.764158306434,25384.898371485004,20053.59223688383,1.9202299114888224,9069.357170351,7152.181137917739,9069.357170351,5765.268382970367,9069.357170351,7197.672681778895,1.9202299114888224
4,2022-02-01,483.468087812,454.771818065018,483.468087812,366.0303506964871,483.468087812,436.8728389123535,4.952346939103898,24547.482478278,15312.548739827276,24547.482478278,14182.59325260664,24547.482478278,19185.854179876005,1.6767579078269164,7214.700180344003,5886.663201856367,7214.700180344003,4593.054849570166,7214.700180344003,5702.843460847321,1.6767579078269164
4,2022-03-01,483.468087812,454.771818065018,483.468087812,366.0303506964871,483.468087812,436.8728389123535,4.952346939103898,24547.482478278,15312.548739827276,24547.482478278,14182.59325260664,24547.482478278,19185.854179876005,1.6767579078269164,7214.700180344003,5886.663201856367,7214.700180344003,4593.054849570166,7214.700180344003,5702.843460847321,1.6767579078269164
22,2022-04-01,490.56633551,459.0886208243329,490.56633551,375.2262789430793,490.56633551,441.1540792603135,5.189526911759365,24850.010023474,15631.75989034555,24850.010023474,14481.8545867565,24850.010023474,19552.543374377023,1.785154984191437,8415.295733774,6574.03574464935,8415.295733774,5234.900117914329,8415.295733774,6552.583977457924,1.785154984191437
15,2022-05-01,526.435348397,474.1672035327786,526.435348397,414.8355919927607,526.435348397,455.9044984353124,6.147058726991326,26902.60329556201,17234.381818929316,26902.60329556201,15997.34572570739,26902.60329556201,21285.8333752282,2.1601471012946667,10300.830353008,8002.877968485761,10300.830353008,6593.58499921162,10300.830353008,8189.546388011055,2.1601471012946667
15,2022-06-01,526.435348397,474.1672035327786,526.435348397,414.8355919927607,526.435348397,455.9044984353124,6.147058726991326,26902.60329556201,17234.381818929316,26902.60329556201,15997.34572570739,26902.60329556201,21285.8333752282,2.1601471012946667,10300.830353008,8002.877968485761,10300.830353008,6593.58499921162,10300.830353008,8189.546388011055,2.1601471012946667
15,2022-07-01,526.435348397,474.1672035327786,526.435348397,414.8355919927607,526.435348397,455.9044984353124,6.147058726991326,26902.60329556201,17234.381818929316,26902.60329556201,15997.34572570739,26902.60329556201,21285.8333752282,2.1601471012946667,10300.830353008,8002.877968485761,10300.830353008,6593.58499921162,10300.830353008,8189.546388011055,2.1601471012946667
20,2022-08-01,546.3539575100001,477.3904640979028,546.3539575100001,429.235385918416,546.3539575100001,458.707807675449,6.646205941197985,30511.997746059995,19742.92102853445,30511.997746059995,18238.781680320404,30511.997746059995,23896.34750741869,2.370088375094213,10894.198650032,8344.733538820818,10894.198650032,6965.020639560667,10894.198650032,8591.793976831921,2.370088375094213
2,2022-09-01,586.0024013340001,487.074100318958,586.0024013340001,447.6405643335127,586.0024013340001,466.8933583013039,7.699466623781949,43318.088653757,27578.357429366217,43318.088653757,25050.01674224733,43318.088653757,31745.78243114754,2.321545441563312,18675.012241,14116.785010788664,18675.012241,11975.938044934896,18675.012241,14470.017339167456,2.321545441563312
2,2022-10-01,586.0024013340001,487.074100318958,586.0024013340001,447.6405643335127,586.0024013340001,466.8933583013039,7.699466623781949,43318.088653757,27578.357429366217,43318.088653757,25050.01674224733,43318.088653757,31745.78243114754,2.321545441563312,18675.012241,14116.785010788664,18675.012241,11975.938044934896,18675.012241,14470.017339167456,2.321545441563312
2,2022-11-01,586.0024013340001,487.074100318958,586.0024013340001,447.6405643335127,586.0024013340001,466.8933583013039,7.699466623781949,43318.088653757,27578.357429366217,43318.088653757,25050.01674224733,43318.088653757,31745.78243114754,2.321545441563312,18675.012241,14116.785010788664,18675.012241,11975.938044934896,18675.012241,14470.017339167456,2.321545441563312
26,2022-12-01,533.14566333,476.4335208071012,533.14566333,421.0539117325199,533.14566333,458.0241376159561,6.307937035390603,30942.416425514013,20119.543791701108,30942.416425514013,18549.462055694326,30942.416425514013,24264.66396084304,2.3758334767669,10815.664283454,8289.831622810889,10815.664283454,6884.290549823678,10815.664283454,8522.355293365508,2.3758334767669
12,2023-01-01,480.1978519400001,453.2524171812029,480.1978519400001,362.2549349974494,480.1978519400001,435.31204318540574,4.8311227867412985,25083.372023589,15855.828971048715,25083.372023589,14690.034912937475,25083.372023589,19791.96057904553,1.856581488590816,8090.168475458002,6407.99024271203,8090.168475458002,5073.575233633052,8090.168475458002,6363.951683678883,1.856581488590816
21,2023-02-01,472.64926796,447.9111357538928,472.64926796,352.73891807407097,472.64926796,429.6829552900435,4.5906477488853,24257.053453919994,15019.333860416673,24257.053453919994,13924.220014249544,24257.053453919994,18877.296428756785,1.5719134319151231,7012.209977893999,5712.8037745194615,7012.209977893999,4438.624020744614,7012.209977893999,5495.356086694209,1.5719134319151231
21,2023-03-01,472.64926796,447.9111357538928,472.64926796,352.73891807407097,472.64926796,429.6829552900435,4.5906477488853,24257.053453919994,15019.333860416673,24257.053453919994,13924.220014249544,24257.053453919994,18877.296428756785,1.5719134319151231,7012.209977893999,5712.8037745194615,7012.209977893999,4438.624020744614,7012.209977893999,5495.356086694209,1.5719134319151231
29,2023-04-01,544.3788537519999,477.3764520612188,544.3788537519999,428.1991546526838,544.3788537519999,458.7799338754592,6.600779737231751,26012.969913649995,16660.36566179785,26012.969913649995,15458.378447916944,26012.969913649995,20637.875001148248,2.0803432618481583,10137.0327345,7912.611169815401,10137.0327345,6543.960288959002,10137.0327345,8048.397193220646,2.0803432618481583
20,2023-05-01,546.3539575100001,477.3904640979028,546.3539575100001,429.235385918416,546.3539575100001,458.707807675449,6.646205941197985,30511.997746059995,19742.92102853445,30511.997746059995,18238.781680320404,30511.997746059995,23896.34750741869,2.370088375094213,10894.198650032,8344.733538820818,10894.198650032,6965.020639560667,10894.198650032,8591.793976831921,2.370088375094213
20,2023-06-01,546.3539575100001,477.3904640979028,546.3539575100001,429.235385918416,546.3539575100001,458.707807675449,6.646205941197985,30511.997746059995,19742.92102853445,30511.997746059995,18238.781680320404,30511.997746059995,23896.34750741869,2.370088375094213,10894.198650032,8344.733538820818,10894.198650032,6965.020639560667,10894.198650032,8591.793976831921,2.370088375094213
17,2023-07-01,582.835531909,485.6897941682258,582.835531909,445.96328471386767,582.835531909,465.8635467445259,7.643165553410377,29115.61122137601,18823.664759428837,29115.61122137601,17420.985402075337,29115.61122137601,22887.382105855864,2.351517665283684,14671.585180909007,10967.510185466324,14671.585180909007,9293.457291756064,14671.585180909007,11286.59352181696,2.351517665283684
