0,Fecha,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Sector,Sector,Cano,Cano,Cano,Cano,Cano,Cano,Cano,Planicie,Planicie,Planicie,Planicie,Planicie,Planicie,Planicie,Transicion,Transicion,Transicion,Transicion,Transicion,Transicion,Transicion
Especie,Especie,Bagre Rayado,Bagre Rayado,Blanquillo,Blanquillo,Bocachico,Bocachico,Nivel,Bagre Rayado,Bagre Rayado,Blanquillo,Blanquillo,Bocachico,Bocachico,Nivel,Bagre Rayado,Bagre Rayado,Blanquillo,Blanquillo,Bocachico,Bocachico,Nivel
Variable,Variable,Area ha,WUA ha,Area ha,WUA ha,Area ha,WUA ha,Promedio_Nivel_(m),Area ha,WUA ha,Area ha,WUA ha,Area ha,WUA ha,Promedio_Nivel_(m),Area ha,WUA ha,Area ha,WUA ha,Area ha,WUA ha,Promedio_Nivel_(m)
12,1983-01-01,480.1978519400001,453.2524171812029,480.1978519400001,362.2549349974494,480.1978519400001,435.31204318540574,4.8311227867412985,25083.372023589,15855.828971048715,25083.372023589,14690.034912937475,25083.372023589,19791.96057904553,1.856581488590816,8090.168475458002,6407.99024271203,8090.168475458002,5073.575233633052,8090.168475458002,6363.951683678883,1.856581488590816
21,1983-02-01,472.64926796,447.9111357538928,472.64926796,352.73891807407097,472.64926796,429.6829552900435,4.5906477488853,24257.053453919994,15019.333860416673,24257.053453919994,13924.220014249544,24257.053453919994,18877.296428756785,1.5719134319151231,7012.209977893999,5712.8037745194615,7012.209977893999,4438.624020744614,7012.209977893999,5495.356086694209,1.5719134319151231
4,1983-03-01,483.468087812,454.771818065018,483.468087812,366.0303506964871,483.468087812,436.8728389123535,4.952346939103898,24547.482478278,15312.548739827276,24547.482478278,14182.59325260664,24547.482478278,19185.854179876005,1.6767579078269164,7214.700180344003,5886.663201856367,7214.700180344003,4593.054849570166,7214.700180344003,5702.843460847321,1.6767579078269164
29,1983-04-01,544.3788537519999,477.3764520612188,544.3788537519999,428.1991546526838,544.3788537519999,458.7799338754592,6.600779737231751,26012.969913649995,16660.36566179785,26012.969913649995,15458.378447916944,26012.969913649995,20637.875001148248,2.0803432618481583,10137.0327345,7912.611169815401,10137.0327345,6543.960288959002,10137.0327345,8048.397193220646,2.0803432618481583
17,1983-05-01,582.835531909,485.6897941682258,582.835531909,445.96328471386767,582.835531909,465.8635467445259,7.643165553410377,29115.61122137601,18823.664759428837,29115.61122137601,17420.985402075337,29115.61122137601,22887.382105855864,2.351517665283684,14671.585180909007,10967.510185466324,14671.585180909007,9293.457291756064,14671.585180909007,11286.59352181696,2.351517665283684
6,1983-06-01,518.682445887,472.5034014762634,518.682445887,407.7055718890669,518.682445887,454.20007497020833,5.932579834318318,29724.880684374995,19207.857956883792,29724.880684374995,17777.546142636136,29724.880684374995,23335.86073096496,2.363782427446673,10450.436155156998,8111.976165620087,10450.436155156998,6695.003239911538,10450.436155156998,8306.836596318315,2.363782427446673
18,1983-07-01,500.995480244,464.1713083369012,500.995480244,387.2244596021745,500.995480244,446.2781252773299,5.463313386128523,25384.898371485004,16092.493548347811,25384.898371485004,14907.764158306434,25384.898371485004,20053.59223688383,1.9202299114888224,9069.357170351,7152.181137917739,9069.357170351,5765.268382970367,9069.357170351,7197.672681778895,1.9202299114888224
23,1983-08-01,497.9202167730001,462.8213400871881,497.9202167730001,383.99998735233135,497.9202167730001,444.9860646250348,5.392294572001381,26045.007205906004,16710.258148222187,26045.007205906004,15514.309696103106,26045.007205906004,20664.91367818632,2.0817159715250373,8462.741948855997,6817.7367516576205,8462.741948855997,5449.137974231702,8462.741948855997,6781.03895962549,2.0817159715250373
1,1983-09-01,488.26780651799993,457.5709458335456,488.26780651799993,371.9395534733575,488.26780651799993,439.62572943772943,5.09798034362208,26880.917642639004,17341.944512703678,26880.917642639004,16084.021136283378,26880.917642639004,21325.837283386063,2.2024293795887693,8904.728050953,7058.209740152324,8904.728050953,5667.814049701319,8904.728050953,7086.278367356948,2.2024293795887693
15,1983-10-01,526.435348397,474.1672035327786,526.435348397,414.8355919927607,526.435348397,455.9044984353124,6.147058726991326,26902.60329556201,17234.381818929316,26902.60329556201,15997.34572570739,26902.60329556201,21285.8333752282,2.1601471012946667,10300.830353008,8002.877968485761,10300.830353008,6593.58499921162,10300.830353008,8189.546388011055,2.1601471012946667
0,1983-11-01,506.704456482,467.3717999248199,506.704456482,394.63709715701407,506.704456482,449.2997928070933,5.630982337662804,28071.936991415,17990.041526968762,28071.936991415,16648.021095248758,28071.936991415,22044.357902548305,2.216398352670665,9429.601702172,7422.164161809853,9429.601702172,6026.70497646583,9429.601702172,7507.532976633874,2.216398352670665
15,1983-12-01,526.435348397,474.1672035327786,526.435348397,414.8355919927607,526.435348397,455.9044984353124,6.147058726991326,26902.60329556201,17234.381818929316,26902.60329556201,15997.34572570739,26902.60329556201,21285.8333752282,2.1601471012946667,10300.830353008,8002.877968485761,10300.830353008,6593.58499921162,10300.830353008,8189.546388011055,2.1601471012946667
29,1984-01-01,544.3788537519999,477.3764520612188,544.3788537519999,428.1991546526838,544.3788537519999,458.7799338754592,6.600779737231751,26012.969913649995,16660.36566179785,26012.969913649995,15458.378447916944,26012.969913649995,20637.875001148248,2.0803432618481583,10137.0327345,7912.611169815401,10137.0327345,6543.960288959002,10137.0327345,8048.397193220646,2.0803432618481583
29,1984-02-01,544.3788537519999,477.3764520612188,544.3788537519999,428.1991546526838,544.3788537519999,458.7799338754592,6.600779737231751,26012.969913649995,16660.36566179785,26012.969913649995,15458.378447916944,26012.969913649995,20637.875001148248,2.0803432618481583,10137.0327345,7912.611169815401,10137.0327345,6543.960288959002,10137.0327345,8048.397193220646,2.0803432618481583
3,1984-03-01,517.272285304,470.93161777661294,517.272285304,405.27077556447966,517.272285304,452.5940399123959,5.906235454058269,25091.120648678992,15854.106180200071,25091.120648678992,14686.82179765186,25091.120648678992,19798.313259957,1.8581064050301657,8700.744437370999,6958.068836775824,8700.744437370999,5606.026557177424,8700.744437370999,6940.919166639361,1.8581064050301657
3,1984-04-01,517.272285304,470.93161777661294,517.272285304,405.27077556447966,517.272285304,452.5940399123959,5.906235454058269,25091.120648678992,15854.106180200071,25091.120648678992,14686.82179765186,25091.120648678992,19798.313259957,1.8581064050301657,8700.744437370999,6958.068836775824,8700.744437370999,5606.026557177424,8700.744437370999,6940.919166639361,1.8581064050301657
17,1984-05-01,582.835531909,485.6897941682258,582.835531909,445.96328471386767,582.835531909,465.8635467445259,7.643165553410377,29115.61122137601,18823.664759428837,29115.61122137601,17420.985402075337,29115.61122137601,22887.382105855864,2.351517665283684,14671.585180909007,10967.510185466324,14671.585180909007,9293.457291756064,14671.585180909007,11286.59352181696,2.351517665283684
2,1984-06-01,586.0024013340001,487.074100318958,586.0024013340001,447.6405643335127,586.0024013340001,466.8933583013039,7.699466623781949,43318.088653757,27578.357429366217,43318.088653757,25050.01674224733,43318.088653757,31745.78243114754,2.321545441563312,18675.012241,14116.785010788664,18675.012241,11975.938044934896,18675.012241,14470.017339167456,2.321545441563312
5,1984-07-01,565.600269493,478.66318467243,565.600269493,436.4081439674985,565.600269493,459.3137802396153,7.10737233235981,39704.62414894997,25503.44713851221,39704.62414894997,23274.483084625645,39704.62414894997,29718.12750820844,2.362510081768383,11107.395251632,8475.759007932882,11107.395251632,7109.351864345424,11107.395251632,8715.390867799959,2.362510081768383
